Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.
         28   1B 00015500 ??4CShaderDeclIfc@USC@@QEAAAEAV01@AEBV01@@Z
         29   1C 00015500 ??4CShaderIfc@USC@@QEAAAEAV01@AEBV01@@Z
         30   1D 00015500 ??4CShaderInOutDeclIfc@USC@@QEAAAEAV01@AEBV01@@Z
         31   1E 00015500 ??4CShaderResourceDeclIfc@USC@@QEAAAEAV01@AEBV01@@Z
         32   1F 00015500 ??4CShaderSamplerDeclIfc@USC@@QEAAAEAV01@AEBV01@@Z
         33   20 00015500 ??4CShaderTemporaryDeclIfc@USC@@QEAAAEAV01@AEBV01@@Z
         34   21 00015500 ??4CShaderViewDeclIfc@USC@@QEAAAEAV01@AEBV01@@Z
         35   22 00015500 ??4CStreamOutputIfc@USC@@QEAAAEAV01@AEBV01@@Z
         36   23 00015500 ??4CVertexShaderIfc@USC@@QEAAAEAV01@AEBV01@@Z
         37   24 00015500 ??BCShaderIfc@USC@@AEAAPEAUs_shader@1@XZ
         38   25 005AF338 ??_7CShaderConstantBufferDecl@USC@@6B@
         39   26 0057A3F0 ??_7CShaderDecl@USC@@6B@
         40   27 005AF298 ??_7CShaderFiniteDecl@USC@@6B@
         41   28 005AF2D8 ??_7CShaderInputDecl@USC@@6B@
         42   29 005AF020 ??_7CShaderResourceBaseDecl@USC@@6B@
         43   2A 005AF230 ??_7CShaderResourceDecl@USC@@6B@
         44   2B 005AF128 ??_7CShaderSamplerDecl@USC@@6B@
         45   2C 0007FD30 ?AddInstruction@CShaderIfc@USC@@QEAA?AUErrorCode@2@AEAVCShaderInstruction@2@@Z
         46   2D 004F9DA0 ?AddUse@CShaderInputDecl@USC@@QEAAXITSShaderSwizzle@2@_N@Z
         47   2E 00091DF0 ?CalculateStreamSizeVFuncOffsetsOpenGL@USC@@YAHQEAXAEAVIGLdataSink@Serialization@@@Z
         48   2F 0007FE10 ?Compile@CShaderIfc@USC@@QEAA?AUErrorCode@2@XZ
         49   30 00502800 ?Compile@CShaderInstruction@USC@@QEAA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@@Z
         50   31 0007D7C0 ?CompileComputeShaderOpenCL_Gen7@USC@@YA?AUErrorCode@1@W4OPTIMIZER_LEVEL@1@PEAVCShaderCompiler@1@PEAVCComputeShaderIfc@1@_N3333AEAPEAUSCompilerOutputComputeShaderOpenCL_Gen7@1@@Z
         51   32 0007E080 ?CompileComputeShaderOpenCL_Gen8@USC@@YA?AUErrorCode@1@W4OPTIMIZER_LEVEL@1@PEAVCShaderCompiler@1@PEAVCComputeShaderIfc@1@AEBUSCompilerInputComputeShaderOpenCL_Gen8@1@AEAPEAUSCompilerOutputComputeShaderOpenCL_Gen8@1@@Z
         52   33 00080910 ?CompileComputeShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateComputeShaderOpenGL@1@AEAPEAUSCompilerOutputComputeShaderOpenGL_Gen7@1@@Z
         53   34 00080920 ?CompileComputeShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateComputeShaderOpenGL@1@AEAPEAUSCompilerOutputComputeShaderOpenGL_Gen8@1@@Z
         54   35 00080930 ?CompileComputeShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateComputeShaderOpenGL@1@AEAPEAUSCompilerOutputComputeShaderOpenGL_Gen9@1@@Z
         55   36 00080540 ?CompileDomainShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateDomainShaderOpenGL@1@AEAPEAUSCompilerOutputDomainShaderOpenGL_Gen7@1@@Z
         56   37 00080550 ?CompileDomainShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateDomainShaderOpenGL@1@AEAPEAUSCompilerOutputDomainShaderOpenGL_Gen8@1@@Z
         57   38 00080560 ?CompileDomainShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateDomainShaderOpenGL@1@AEAPEAUSCompilerOutputDomainShaderOpenGL_Gen9@1@@Z
         58   39 00080670 ?CompileGeometryShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateGeometryShaderOpenGL@1@AEAPEAUSCompilerOutputGeometryShaderOpenGL_Gen7@1@@Z
         59   3A 00080680 ?CompileGeometryShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateGeometryShaderOpenGL@1@AEAPEAUSCompilerOutputGeometryShaderOpenGL_Gen8@1@@Z
         60   3B 00080690 ?CompileGeometryShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateGeometryShaderOpenGL@1@AEAPEAUSCompilerOutputGeometryShaderOpenGL_Gen9@1@@Z
         61   3C 00080410 ?CompileHullShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateHullShaderOpenGL@1@AEAPEAUSCompilerOutputHullShaderOpenGL_Gen7@1@@Z
         62   3D 00080420 ?CompileHullShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateHullShaderOpenGL@1@AEAPEAUSCompilerOutputHullShaderOpenGL_Gen8@1@@Z
         63   3E 00080430 ?CompileHullShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateHullShaderOpenGL@1@AEAPEAUSCompilerOutputHullShaderOpenGL_Gen9@1@@Z
         64   3F 000807A0 ?CompilePixelShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@W4SIMD_LEVEL@1@PEBUSCompilerInputStatePixelShaderOpenGL@1@AEAPEAUSCompilerOutputPixelShaderOpenGL_Gen7_5@1@@Z
         65   40 000807B0 ?CompilePixelShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@W4SIMD_LEVEL@1@PEBUSCompilerInputStatePixelShaderOpenGL@1@AEAPEAUSCompilerOutputPixelShaderOpenGL_Gen8@1@@Z
         66   41 000807C0 ?CompilePixelShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@W4SIMD_LEVEL@1@PEBUSCompilerInputStatePixelShaderOpenGL@1@AEAPEAUSCompilerOutputPixelShaderOpenGL_Gen9@1@@Z
         67   42 000802E0 ?CompileVertexShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateVertexShaderOpenGL@1@AEAPEAUSCompilerOutputVertexShaderOpenGL_Gen7@1@@Z
         68   43 000802F0 ?CompileVertexShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateVertexShaderOpenGL@1@AEAPEAUSCompilerOutputVertexShaderOpenGL_Gen8@1@@Z
         69   44 00080300 ?CompileVertexShaderOpenGL@USC@@YAHPEAXW4OPTIMIZER_LEVEL@1@PEBUSCompilerInputStateVertexShaderOpenGL@1@AEAPEAUSCompilerOutputVertexShaderOpenGL_Gen9@1@@Z
         70   45 004FA0F0 ?Compress@CShaderConstantBufferDecl@USC@@UEAAXXZ
         71   46 004FDDA0 ?Compress@CShaderDecl@USC@@UEAAXXZ
         72   47 004FB460 ?Compress@CShaderFiniteDecl@USC@@UEAAXXZ
         73   48 004F9D20 ?Compress@CShaderInputDecl@USC@@UEAAXXZ
         74   49 004FA6D0 ?Compress@CShaderResourceDecl@USC@@UEAAXXZ
         75   4A 00504ED0 ?CopyDestination@CShaderInstruction@USC@@QEAAXAEBV12@II@Z
         76   4B 005051D0 ?CopyInstruction@CShaderInstruction@USC@@QEAA?AUErrorCode@2@AEBV12@@Z
         77   4C 00504A80 ?CopySource@CShaderInstruction@USC@@QEAAXAEBV12@II@Z
         78   4D 0007E780 ?Create@CComputeShaderIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         79   4E 0007E820 ?Create@CDomainShaderIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         80   4F 0007EA40 ?Create@CGeometryShaderIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         81   50 0007EB00 ?Create@CHullShaderIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         82   51 0007ECD0 ?Create@CPixelShaderIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         83   52 004FA550 ?Create@CShaderConstantBufferDecl@USC@@SA?AUErrorCode@2@IAEAPEAV12@@Z
         84   53 004FCE60 ?Create@CShaderDecl@USC@@SA?AUErrorCode@2@AEAPEAV12@@Z
         85   54 004FB8C0 ?Create@CShaderFiniteDecl@USC@@SA?AUErrorCode@2@IAEAPEAV12@@Z
         86   55 004FCEF0 ?Create@CShaderInputDecl@USC@@SA?AUErrorCode@2@IAEAPEAV12@@Z
         87   56 004FCD70 ?Create@CShaderResourceDecl@USC@@SA?AUErrorCode@2@IAEAPEAV12@@Z
         88   57 004FB200 ?Create@CShaderSamplerDecl@USC@@SA?AUErrorCode@2@IAEAPEAV12@@Z
         89   58 00080060 ?Create@CStreamOutputIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         90   59 00080070 ?Create@CVertexShaderIfc@USC@@SA?AUErrorCode@2@W4SHADER_VERSION_TYPE@2@AEAPEAV12@@Z
         91   5A 0007D760 ?CreateComputeShaderOpenCL@USC@@YAHW4SHADER_VERSION_TYPE@1@AEAPEAVCComputeShaderIfc@1@@Z
         92   5B 000829C0 ?CreateComputeShaderOpenGL@USC@@YAHPEAUs_shader@1@PEBUSCompilerInputStateComputeShaderOpenGL@1@PEAXAEAPEAX@Z
         93   5C 00080900 ?CreateComputeShaderOpenGL@USC@@YAHPEAVCComputeShaderIfc@1@PEBUSCompilerInputStateComputeShaderOpenGL@1@PEAXAEAPEAX@Z
         94   5D 00082600 ?CreateDomainShaderOpenGL@USC@@YAHPEAUs_shader@1@PEBUSCompilerInputStateDomainShaderOpenGL@1@PEAXAEAPEAX@Z
         95   5E 00080530 ?CreateDomainShaderOpenGL@USC@@YAHPEAVCDomainShaderIfc@1@PEBUSCompilerInputStateDomainShaderOpenGL@1@PEAXAEAPEAX@Z
         96   5F 000816C0 ?CreateFromStreamComputeShaderOpenGL@USC@@YAHPEBEIPEAXAEAPEAX@Z
         97   60 00080A30 ?CreateFromStreamDomainShaderOpenGL@USC@@YAHPEBEIPEAXAEAPEAX@Z
         98   61 00080B90 ?CreateFromStreamGeometryShaderOpenGL@USC@@YAHPEBEIPEAXAEAPEAX@Z
         99   62 00080CF0 ?CreateFromStreamHullShaderOpenGL@USC@@YAHPEBEIPEAXAEAPEAX@Z
        100   63 00080E50 ?CreateFromStreamPixelShaderOpenGL@USC@@YAHPEBEIPEAXAEAPEAX@Z
        101   64 00080F80 ?CreateFromStreamVertexShaderOpenGL@USC@@YAHPEBEIPEAXAEAPEAX@Z
        102   65 00082750 ?CreateGeometryShaderOpenGL@USC@@YAHPEAUs_shader@1@PEBUSCompilerInputStateGeometryShaderOpenGL@1@PEAXAEAPEAX@Z
        103   66 00080660 ?CreateGeometryShaderOpenGL@USC@@YAHPEAVCGeometryShaderIfc@1@PEBUSCompilerInputStateGeometryShaderOpenGL@1@PEAXAEAPEAX@Z
        104   67 000824B0 ?CreateHullShaderOpenGL@USC@@YAHPEAUs_shader@1@PEBUSCompilerInputStateHullShaderOpenGL@1@PEAXAEAPEAX@Z
        105   68 00080400 ?CreateHullShaderOpenGL@USC@@YAHPEAVCHullShaderIfc@1@PEBUSCompilerInputStateHullShaderOpenGL@1@PEAXAEAPEAX@Z
        106   69 000828A0 ?CreatePixelShaderOpenGL@USC@@YAHPEAUs_shader@1@PEBUSCompilerInputStatePixelShaderOpenGL@1@PEAXAEAPEAX@Z
        107   6A 00080790 ?CreatePixelShaderOpenGL@USC@@YAHPEAVCPixelShaderIfc@1@PEBUSCompilerInputStatePixelShaderOpenGL@1@PEAXAEAPEAX@Z
        108   6B 0007D620 ?CreateShaderCompilerOpenCL@USC@@YAHAEBUPLATFORM_STR@@PEBU_SUscAdapterInfo@@AEBUSBindingTableLayout@1@PEAUSCompilerDebugState@1@AEAPEAVCShaderCompiler@1@@Z
        109   6C 00080180 ?CreateShaderCompilerOpenGL@USC@@YAHPEBUPLATFORM_STR@@PEBUSBindingTableLayout@1@PEBU_SUscAdapterInfo@@AEAPEAX@Z
        110   6D 0007F2B0 ?CreateShadingPhase@CPixelShaderIfc@USC@@QEAA?AUErrorCode@2@W4USC_SHADING_RATE@2@AEAPEAV12@@Z
        111   6E 00081BB0 ?CreateSystemThread@USC@@YAHPEAXW4SYSTEM_THREAD_MODE_ENUM@1@AEAPEAUSSystemThreadKernelOutput@1@@Z
        112   6F 0007DDD0 ?CreateSystemThreadOpenCL_Gen7@USC@@YA?AUErrorCode@1@W4SYSTEM_THREAD_MODE_ENUM@1@PEAVCShaderCompiler@1@AEAPEAUSSystemThreadKernelOutputOpenCL_Gen7@1@@Z
        113   70 0007E750 ?CreateSystemThreadOpenCL_Gen8@USC@@YA?AUErrorCode@1@PEAVCShaderCompiler@1@W4SYSTEM_THREAD_MODE_ENUM@1@AEAPEAUSSystemThreadKernelOutput@1@@Z
        114   71 0007E4B0 ?CreateSystemThreadOpenCL_Gen8@USC@@YA?AUErrorCode@1@W4SYSTEM_THREAD_MODE_ENUM@1@PEAVCShaderCompiler@1@AEAPEAUSSystemThreadKernelOutputOpenCL_Gen8@1@@Z
        115   72 00082370 ?CreateVertexShaderOpenGL@USC@@YAHPEAUs_shader@1@PEBUSCompilerInputStateVertexShaderOpenGL@1@PEAXAEAPEAX@Z
        116   73 000802D0 ?CreateVertexShaderOpenGL@USC@@YAHPEAVCVertexShaderIfc@1@PEBUSCompilerInputStateVertexShaderOpenGL@1@PEAXAEAPEAX@Z
        117   74 00504720 ?DeallocateExtendedRegisters@CShaderInstruction@USC@@QEAAXXZ
        118   75 004FFCD0 ?DebugPrint@CShaderInstruction@USC@@QEBA?AUErrorCode@2@PEADI@Z
        119   76 004FFCE0 ?DebugPrint@CShaderInstruction@USC@@QEBA?AUErrorCode@2@PEBVCShaderDebugLocationInfo@2@PEADI@Z
        120   77 004FDE00 ?Declare@CShaderDecl@USC@@UEAAXI@Z
        121   78 004FB790 ?Declare@CShaderFiniteDecl@USC@@UEAAXI@Z
        122   79 0007FA20 ?DeclareConstantBuffer@CShaderIfc@USC@@QEAAXI@Z
        123   7A 0007FA00 ?DeclareConstantRegister@CShaderIfc@USC@@QEAAXI@Z
        124   7B 0007EA20 ?DeclareDomain@CDomainShaderIfc@USC@@QEAAXW4SHADER_MASK@2@@Z
        125   7C 0007FBC0 ?DeclareEarlyDepthStencilTestMode@CShaderIfc@USC@@QEAAXW4USC_EARLY_DEPTH_STENCIL_TEST_MODE@2@@Z
        126   7D 0007FBA0 ?DeclareFloatDenormMode@CShaderIfc@USC@@QEAAXW4USC_FLOAT_PRECISION@2@W4USC_FLOAT_DENORM_MODE@2@@Z
        127   7E 0007FAD0 ?DeclareFunctionBody@CShaderIfc@USC@@QEAAXI@Z
        128   7F 0007FAF0 ?DeclareFunctionTable@CShaderIfc@USC@@QEAAXIIPEBI@Z
        129   80 0007FA40 ?DeclareImmConstantBuffer@CShaderIfc@USC@@QEAAXIPEBI@Z
        130   81 0007FA80 ?DeclareIndexedInput@CShaderIfc@USC@@QEAAXII@Z
        131   82 0007F6B0 ?DeclareIndexedOutput@CShaderIfc@USC@@QEAAXII@Z
        132   83 0007E9D0 ?DeclareIndexedPatchConstantInput@CDomainShaderIfc@USC@@QEAAXII@Z
        133   84 0007F6A0 ?DeclareIndexedTemporaryArray@CShaderIfc@USC@@QEAAXII@Z
        134   85 0007F8D0 ?DeclareInput@CShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@IW4SHADER_MASK@2@W4SHADER_INTERPOLATION_MODE@2@@Z
        135   86 0007F850 ?DeclareInput@CShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        136   87 0007E8C0 ?DeclareInputControlPointCount@CDomainShaderIfc@USC@@QEAAXI@Z
        137   88 0007EB80 ?DeclareInputControlPointCount@CHullShaderIfc@USC@@QEAAXI@Z
        138   89 0007EAA0 ?DeclareInputPrimitive@CGeometryShaderIfc@USC@@QEAAXW4GSHADER_INPUT_PRIMITIVE_TYPE@2@@Z
        139   8A 0007F960 ?DeclareInputSignature@CShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        140   8B 0007FB10 ?DeclareInterface@CShaderIfc@USC@@QEAAXIIIIPEBI@Z
        141   8C 0007EAF0 ?DeclareInvocationCount@CGeometryShaderIfc@USC@@QEAAXI@Z
        142   8D 0007EAE0 ?DeclareInvocationID@CGeometryShaderIfc@USC@@QEAAXXZ
        143   8E 0007EAC0 ?DeclareMaxOutputVertexCount@CGeometryShaderIfc@USC@@QEAAXI@Z
        144   8F 0007F700 ?DeclareOutput@CShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@IW4SHADER_MASK@2@@Z
        145   90 0007EB90 ?DeclareOutputControlPointCount@CHullShaderIfc@USC@@QEAAXI@Z
        146   91 0007ECB0 ?DeclareOutputControlPointID@CHullShaderIfc@USC@@QEAAXXZ
        147   92 0007F790 ?DeclareOutputSignature@CShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        148   93 0007EAB0 ?DeclareOutputTopology@CGeometryShaderIfc@USC@@QEAAXW4PRIMITIVE_TOPOLOGY_TYPE@2@@Z
        149   94 0007EC20 ?DeclarePatchConstant@CHullShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        150   95 0007E950 ?DeclarePatchConstantInput@CDomainShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        151   96 0007E8D0 ?DeclarePatchConstantSignature@CDomainShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        152   97 0007EBA0 ?DeclarePatchConstantSignature@CHullShaderIfc@USC@@QEAAXIW4SHADER_USAGE@2@W4SHADER_MASK@2@@Z
        153   98 0007F3F0 ?DeclarePixelToSampleRegisters@CPixelShaderIfc@USC@@QEAAXI@Z
        154   99 0007EA30 ?DeclarePrimitiveID@CDomainShaderIfc@USC@@QEAAXXZ
        155   9A 0007EAD0 ?DeclarePrimitiveID@CGeometryShaderIfc@USC@@QEAAXXZ
        156   9B 0007ECA0 ?DeclarePrimitiveID@CHullShaderIfc@USC@@QEAAXXZ
        157   9C 0007F810 ?DeclareResource@CShaderIfc@USC@@QEAAXIW4SHADER_RESOURCE_TYPE@2@W4SHADER_RESOURCE_RETURN_TYPE@2@@Z
        158   9D 0007F9E0 ?DeclareSampler@CShaderIfc@USC@@QEAAXIW4SHADER_SAMPLER_TYPE@2@@Z
        159   9E 0007E800 ?DeclareTGSMRaw@CComputeShaderIfc@USC@@QEAAXIII@Z
        160   9F 0007FA60 ?DeclareTemporaryRegister@CShaderIfc@USC@@QEAAXI@Z
        161   A0 0007F640 ?DeclareTemporaryRegisters@CShaderIfc@USC@@QEAAXI@Z
        162   A1 0007E8B0 ?DeclareTessellatorDomain@CDomainShaderIfc@USC@@QEAAXW4TESSELLATOR_DOMAIN_TYPE@2@@Z
        163   A2 0007E8A0 ?DeclareTessellatorOutputPrimitive@CDomainShaderIfc@USC@@QEAAXW4TESSELLATOR_OUTPUT_PRIMITIVE_TYPE@2@@Z
        164   A3 0007E890 ?DeclareTessellatorPartitioning@CDomainShaderIfc@USC@@QEAAXW4TESSELLATOR_PARTITIONING_TYPE@2@@Z
        165   A4 0007ECC0 ?DeclareTessellatorPartitioning@CHullShaderIfc@USC@@QEAAXW4TESSELLATOR_PARTITIONING_TYPE@2@@Z
        166   A5 0007E7E0 ?DeclareThreadGroupSize@CComputeShaderIfc@USC@@QEAAXIII@Z
        167   A6 0007FB60 ?DeclareUAVRaw@CShaderIfc@USC@@QEAAXI_N@Z
        168   A7 0007FB30 ?DeclareUAVTyped@CShaderIfc@USC@@QEAAXIW4SHADER_RESOURCE_TYPE@2@W4SURFACE_FORMAT@2@W4SHADER_UAV_ACCESS_MODE@2@W4SHADER_RESOURCE_RETURN_TYPE@2@_N@Z
        169   A8 0007EE00 ?DeclaresInputPosition@CPixelShaderIfc@USC@@QEAA_NXZ
        170   A9 004FA520 ?Delete@CShaderConstantBufferDecl@USC@@SAXAEAPEAV12@@Z
        171   AA 004FCE30 ?Delete@CShaderDecl@USC@@SAXAEAPEAV12@@Z
        172   AB 004FB890 ?Delete@CShaderFiniteDecl@USC@@SAXAEAPEAV12@@Z
        173   AC 004FC6D0 ?Delete@CShaderInputDecl@USC@@SAXAEAPEAV12@@Z
        174   AD 004FCD40 ?Delete@CShaderResourceDecl@USC@@SAXAEAPEAV12@@Z
        175   AE 004FB1D0 ?Delete@CShaderSamplerDecl@USC@@SAXAEAPEAV12@@Z
        176   AF 0007DF80 ?DeleteCompilerOutputComputeShaderOpenCL_Gen7@USC@@YAXAEAPEAUSCompilerOutputComputeShaderOpenCL_Gen7@1@@Z
        177   B0 0007E660 ?DeleteCompilerOutputComputeShaderOpenCL_Gen8@USC@@YAXAEAPEAUSCompilerOutputComputeShaderOpenCL_Gen8@1@@Z
        178   B1 00080970 ?DeleteCompilerOutputComputeShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputComputeShaderOpenGL_Gen7@1@@Z
        179   B2 000809B0 ?DeleteCompilerOutputComputeShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputComputeShaderOpenGL_Gen8@1@@Z
        180   B3 000809F0 ?DeleteCompilerOutputComputeShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputComputeShaderOpenGL_Gen9@1@@Z
        181   B4 000805A0 ?DeleteCompilerOutputDomainShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputDomainShaderOpenGL_Gen7@1@@Z
        182   B5 000805E0 ?DeleteCompilerOutputDomainShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputDomainShaderOpenGL_Gen8@1@@Z
        183   B6 00080620 ?DeleteCompilerOutputDomainShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputDomainShaderOpenGL_Gen9@1@@Z
        184   B7 000806D0 ?DeleteCompilerOutputGeometryShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputGeometryShaderOpenGL_Gen7@1@@Z
        185   B8 00080710 ?DeleteCompilerOutputGeometryShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputGeometryShaderOpenGL_Gen8@1@@Z
        186   B9 00080750 ?DeleteCompilerOutputGeometryShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputGeometryShaderOpenGL_Gen9@1@@Z
        187   BA 00080470 ?DeleteCompilerOutputHullShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputHullShaderOpenGL_Gen7@1@@Z
        188   BB 000804B0 ?DeleteCompilerOutputHullShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputHullShaderOpenGL_Gen8@1@@Z
        189   BC 000804F0 ?DeleteCompilerOutputHullShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputHullShaderOpenGL_Gen9@1@@Z
        190   BD 00080800 ?DeleteCompilerOutputPixelShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputPixelShaderOpenGL_Gen7@1@@Z
        191   BE 00080840 ?DeleteCompilerOutputPixelShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputPixelShaderOpenGL_Gen7_5@1@@Z
        192   BF 00080880 ?DeleteCompilerOutputPixelShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputPixelShaderOpenGL_Gen8@1@@Z
        193   C0 000808C0 ?DeleteCompilerOutputPixelShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputPixelShaderOpenGL_Gen9@1@@Z
        194   C1 00080340 ?DeleteCompilerOutputVertexShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputVertexShaderOpenGL_Gen7@1@@Z
        195   C2 00080380 ?DeleteCompilerOutputVertexShaderOpenGL@USC@@YAXAEAPEAUSCompilerOutputVertexShaderOpenGL_Gen8@1@@Z
